Job Title,Department,Age,Gender,Marital Status,Years of Service,Mode of Exit,Date of Exit,Reasons For Exit,Salary,Status
Project Manager,Customer Service,47,Female,Single,3,,,,195.33,0
Customer Support Agent,Project Management,31,Female,Married,4,,,,273.88,0
Sales Executive,IT & Software,42,Male,Married,7,,,,186.58,0
Billing Specialist,IT & Software,60,Female,Single,4,Retirement,1/14/2025,Pursuing education,351.5833333,1
HR Specialist,Data Analytics,51,Male,Single,4,,,,342.83,0
Data Scientist,Sales & Marketing,24,Male,Married,5,,,,415.33,0
HR Specialist,Data Analytics,35,Male,Single,5,,,,334.75,0
Project Manager,Human Resources,23,Male,Single,4,Resignation,6/2/2023,Restructuring,574.5,1
Marketing Analyst,Billing,55,Female,Married,3,,,,390.92,0
Data Scientist,Human Resources,40,Female,Single,7,,,,261.08,0
IT Support Engineer,Network Operations,53,Male,Married,3,,,,254.25,0
HR Specialist,Sales & Marketing,56,Male,Single,7,,,,309.04,0
HR Specialist,Human Resources,60,Female,Married,9,Retirement,12/28/2023,Better opportunity,447.4166667,1
IT Support Engineer,Project Management,25,Female,Single,5,,,,317.42,0
Sales Executive,Sales & Marketing,55,Female,Single,6,,,,298.08,0
Customer Support Agent,Project Management,34,Male,Single,2,,,,354.63,0
Project Manager,Network Operations,44,Male,Single,4,,,,490.13,0
Network Engineer,Field Operations,51,Male,Married,5,,,,406.38,0
Network Engineer,Network Operations,30,Male,Married,4,,,,244.92,0
Network Engineer,Customer Service,44,Female,Married,3,,,,177.38,0
Product Manager,Field Operations,26,Female,Single,6,,,,418.67,0
HR Specialist,Project Management,29,Female,Married,4,,,,165.79,0
Project Manager,Sales & Marketing,44,Female,Single,3,,,,216.04,0
Project Manager,IT & Software,40,Female,Single,7,Termination,3/26/2023,Work-life balance,358.625,1
Sales Executive,Project Management,60,Male,Single,7,Retirement,12/22/2024,Better opportunity,296.6666667,1
Sales Executive,Billing,51,Male,Single,3,,,,416.42,0
Sales Executive,IT & Software,40,Female,Single,8,,,,398.67,0
Software Developer,Project Management,58,Female,Single,7,,,,718.63,0
Software Developer,Human Resources,36,Male,Married,7,,,,515.63,0
Billing Specialist,Data Analytics,23,Male,Married,6,,,,453.33,0
Customer Support Agent,Human Resources,59,Male,Single,7,Termination,11/30/2023,End of service,157.7916667,1
IT Support Engineer,Project Management,24,Female,Single,3,,,,648.0,0
IT Support Engineer,Human Resources,44,Male,Single,2,,,,348.58,0
Telecom Technician,Customer Service,25,Male,Single,8,,,,189.42,0
Product Manager,Billing,60,Female,Married,7,Retirement,11/20/2024,Career growth,500.3333333,1
Data Scientist,Human Resources,29,Male,Married,8,,,,517.92,0
Marketing Analyst,Project Management,22,Female,Single,7,,,,399.67,0
Sales Executive,Billing,42,Male,Married,1,,,,468.5,0
Project Manager,Data Analytics,54,Female,Married,2,,,,407.42,0
Customer Support Agent,Human Resources,48,Male,Married,4,,,,203.17,0
Product Manager,Network Operations,29,Male,Single,5,,,,391.13,0
Network Engineer,Sales & Marketing,22,Male,Married,3,,,,463.33,0
Customer Support Agent,Data Analytics,45,Male,Single,8,,,,191.17,0
Data Scientist,Network Operations,54,Female,Single,5,,,,146.33,0
Network Engineer,Network Operations,39,Male,Single,8,,,,420.29,0
Customer Support Agent,Human Resources,39,Female,Single,8,,,,159.5,0
Telecom Technician,Data Analytics,34,Female,Single,6,Resignation,3/16/2023,Better opportunity,642.4166667,1
Sales Executive,Project Management,45,Female,Single,4,,,,387.08,0
Product Manager,Sales & Marketing,45,Male,Single,8,,,,352.17,0
Billing Specialist,IT & Software,60,Female,Married,2,Retirement,12/25/2024,Better opportunity,391.25,1
IT Support Engineer,Network Operations,42,Male,Single,5,,,,541.0,0
Project Manager,Billing,57,Male,Married,4,Termination,9/3/2024,Personal reasons,412.0833333,1
Data Scientist,IT & Software,46,Female,Single,2,,,,377.13,0
Sales Executive,Human Resources,38,Male,Single,6,,,,490.33,0
Customer Support Agent,Sales & Marketing,30,Male,Married,5,,,,389.79,0
Sales Executive,Project Management,45,Female,Single,4,,,,349.29,0
Customer Support Agent,Human Resources,41,Female,Married,7,,,,256.58,0
Data Scientist,Sales & Marketing,28,Female,Married,4,,,,668.75,0
Network Engineer,Customer Service,33,Female,Single,3,,,,327.08,0
Customer Support Agent,Sales & Marketing,38,Male,Married,4,Resignation,7/4/2023,Restructuring,368.5,1
IT Support Engineer,Human Resources,47,Male,Single,7,Resignation,9/22/2022,Personal reasons,265.4166667,1
Marketing Analyst,Field Operations,24,Male,Single,2,,,,356.29,0
Customer Support Agent,IT & Software,26,Female,Married,3,,,,241.92,0
Network Engineer,IT & Software,30,Female,Married,4,Resignation,10/17/2023,Restructuring,349.2916667,1
Software Developer,Project Management,25,Male,Single,5,,,,391.5,0
Billing Specialist,Human Resources,22,Female,Married,6,,,,332.13,0
IT Support Engineer,Billing,34,Female,Single,6,,,,333.54,0
Sales Executive,Network Operations,48,Male,Married,6,,,,485.29,0
Data Scientist,Network Operations,39,Female,Married,6,,,,449.54,0
Sales Executive,Human Resources,37,Male,Married,3,,,,155.38,0
HR Specialist,Data Analytics,44,Male,Single,2,,,,322.13,0
IT Support Engineer,Project Management,25,Male,Married,8,,,,363.25,0
Billing Specialist,Field Operations,32,Female,Single,6,,,,413.04,0
Telecom Technician,Project Management,40,Male,Married,6,,,,440.88,0
HR Specialist,IT & Software,54,Female,Married,6,,,,202.13,0
Software Developer,IT & Software,32,Male,Married,3,,,,372.38,0
IT Support Engineer,Human Resources,25,Female,Single,2,,,,444.92,0
Telecom Technician,Sales & Marketing,38,Female,Single,4,,,,327.17,0
Product Manager,Billing,44,Male,Single,8,,,,301.08,0
Software Developer,Billing,56,Male,Married,5,,,,223.83,0
Data Scientist,Network Operations,49,Male,Married,3,,,,163.58,0
Software Developer,Sales & Marketing,23,Male,Single,7,,,,308.42,0
Sales Executive,Customer Service,42,Male,Single,8,,,,552.17,0
Product Manager,Customer Service,40,Female,Single,7,,,,331.88,0
Marketing Analyst,IT & Software,31,Female,Single,4,,,,487.33,0
Marketing Analyst,Network Operations,23,Female,Single,2,Resignation,6/4/2024,Policy violation,375.5416667,1
Project Manager,Customer Service,47,Male,Married,1,Resignation,2/14/2024,Better opportunity,303.125,1
Billing Specialist,Network Operations,32,Female,Single,7,,,,462.83,0
Billing Specialist,Billing,42,Male,Married,7,,,,288.38,0
Product Manager,Data Analytics,45,Female,Single,7,,,,585.83,0
Data Scientist,Sales & Marketing,35,Male,Married,7,,,,392.79,0
Sales Executive,Billing,22,Male,Married,2,,,,436.0,0
Software Developer,Project Management,35,Male,Married,6,,,,361.54,0
Telecom Technician,Sales & Marketing,56,Female,Married,5,,,,246.04,0
Telecom Technician,Data Analytics,41,Male,Single,4,,,,600.42,0
Software Developer,Customer Service,40,Male,Single,6,,,,395.0,0
Network Engineer,Field Operations,47,Male,Married,2,,,,355.79,0
Data Scientist,Billing,47,Female,Single,8,,,,210.08,0
Billing Specialist,Field Operations,59,Female,Single,10,Resignation,7/24/2023,Policy violation,231.5416667,1
Project Manager,Billing,29,Male,Married,8,,,,212.29,0
Project Manager,IT & Software,48,Female,Single,2,,,,655.13,0
Project Manager,Data Analytics,25,Female,Married,8,,,,357.13,0
Network Engineer,Network Operations,36,Male,Married,1,,,,244.33,0
Network Engineer,Data Analytics,35,Female,Single,3,,,,701.54,0
Network Engineer,Customer Service,36,Male,Single,2,,,,676.54,0
Project Manager,Customer Service,53,Male,Married,4,,,,511.42,0
Sales Executive,IT & Software,47,Female,Single,8,,,,633.58,0
Sales Executive,Project Management,41,Female,Married,3,,,,308.79,0
HR Specialist,Data Analytics,60,Female,Married,7,Retirement,10/7/2024,Career growth,298.25,1
Project Manager,Field Operations,57,Male,Single,5,,,,333.13,0
Data Scientist,Data Analytics,25,Female,Married,6,,,,391.33,0
Project Manager,Field Operations,49,Female,Married,7,,,,639.42,0
Sales Executive,IT & Software,55,Female,Single,7,,,,393.5,0
Software Developer,Customer Service,36,Male,Married,6,,,,131.25,0
Billing Specialist,Human Resources,56,Male,Married,8,,,,464.13,0
HR Specialist,Network Operations,50,Female,Married,7,,,,449.58,0
Project Manager,Sales & Marketing,60,Male,Married,7,Retirement,4/18/2023,End of service,284.8333333,1
Project Manager,Billing,30,Female,Single,8,,,,349.5,0
Telecom Technician,Human Resources,53,Male,Single,2,,,,396.42,0
Marketing Analyst,Network Operations,57,Female,Single,7,Termination,5/28/2023,Restructuring,149.0833333,1
Software Developer,Human Resources,41,Female,Married,8,,,,389.58,0
Customer Support Agent,Sales & Marketing,25,Female,Single,2,,,,357.58,0
Software Developer,Customer Service,32,Male,Single,2,,,,442.42,0
Data Scientist,IT & Software,35,Male,Single,7,Resignation,8/17/2022,End of service,425.375,1
IT Support Engineer,Human Resources,30,Female,Single,2,Resignation,12/10/2023,End of service,235.8333333,1
Sales Executive,Billing,42,Female,Married,5,,,,298.0,0
Billing Specialist,Network Operations,40,Male,Married,5,,,,176.38,0
Data Scientist,Billing,55,Female,Married,7,,,,310.29,0
HR Specialist,Sales & Marketing,38,Male,Married,4,,,,436.54,0
Billing Specialist,Field Operations,24,Female,Married,2,,,,345.63,0
Product Manager,Human Resources,33,Female,Married,5,,,,538.08,0
Network Engineer,Network Operations,28,Male,Single,8,,,,319.0,0
Product Manager,Field Operations,42,Female,Married,8,Resignation,10/20/2023,Career growth,328.625,1
Project Manager,Network Operations,41,Male,Single,7,,,,231.5,0
Network Engineer,Customer Service,55,Female,Married,2,,,,362.25,0
Project Manager,Billing,44,Male,Married,2,,,,415.17,0
IT Support Engineer,Project Management,41,Female,Single,8,,,,515.54,0
HR Specialist,Field Operations,43,Male,Married,6,,,,384.75,0
Telecom Technician,Sales & Marketing,60,Female,Married,1,Retirement,4/16/2024,Work-life balance,523.1666667,1
Project Manager,Project Management,23,Female,Married,8,,,,410.04,0
Data Scientist,Project Management,49,Female,Single,3,,,,225.58,0
Project Manager,Customer Service,36,Male,Single,6,,,,441.54,0
Billing Specialist,Human Resources,48,Male,Married,5,,,,472.79,0
HR Specialist,Project Management,23,Female,Single,4,,,,279.08,0
Software Developer,Customer Service,33,Male,Single,2,,,,242.75,0
Sales Executive,Billing,44,Male,Single,8,,,,152.0,0
Marketing Analyst,Human Resources,56,Male,Married,8,,,,404.5,0
Billing Specialist,IT & Software,38,Male,Married,7,Resignation,10/21/2024,Work-life balance,257.3333333,1
Network Engineer,Data Analytics,60,Female,Single,4,Retirement,6/17/2024,End of service,437.3333333,1
Project Manager,Customer Service,51,Female,Single,8,,,,319.63,0
Software Developer,Network Operations,30,Female,Single,3,,,,580.29,0
Telecom Technician,Sales & Marketing,25,Male,Married,3,,,,179.17,0
Network Engineer,Sales & Marketing,56,Female,Married,4,,,,610.08,0
Sales Executive,Customer Service,56,Female,Married,8,,,,532.5,0
Marketing Analyst,Project Management,46,Female,Married,8,,,,424.17,0
Data Scientist,Sales & Marketing,37,Male,Married,6,,,,278.0,0
Telecom Technician,IT & Software,41,Male,Single,6,,,,349.33,0
Customer Support Agent,Network Operations,46,Female,Single,6,,,,276.58,0
HR Specialist,Human Resources,31,Male,Single,5,,,,205.29,0
IT Support Engineer,IT & Software,57,Female,Single,6,,,,181.54,0
Sales Executive,Billing,28,Female,Single,7,,,,333.83,0
IT Support Engineer,Human Resources,60,Female,Single,4,Resignation,3/28/2023,Pursuing education,413.5833333,1
Billing Specialist,Sales & Marketing,52,Male,Married,4,,,,315.67,0
Telecom Technician,Billing,23,Male,Single,8,Resignation,9/2/2023,Policy violation,570.375,1
Software Developer,Customer Service,38,Male,Single,8,,,,148.25,0
Sales Executive,Sales & Marketing,31,Female,Single,2,,,,276.54,0
HR Specialist,Project Management,24,Male,Married,2,,,,171.83,0
IT Support Engineer,Sales & Marketing,54,Female,Married,4,,,,160.63,0
Software Developer,IT & Software,53,Female,Married,2,,,,496.42,0
HR Specialist,Billing,44,Female,Married,3,,,,189.42,0
Project Manager,Project Management,30,Male,Single,5,,,,371.88,0
Project Manager,Billing,22,Male,Single,3,,,,200.79,0
Project Manager,Project Management,52,Male,Married,7,,,,370.17,0
Product Manager,Customer Service,49,Female,Single,7,,,,457.79,0
Sales Executive,Data Analytics,37,Female,Married,8,,,,578.92,0
Marketing Analyst,Human Resources,29,Female,Married,7,,,,474.0,0
Sales Executive,Sales & Marketing,43,Male,Married,6,,,,467.38,0
IT Support Engineer,Project Management,40,Male,Single,4,Resignation,12/9/2024,Pursuing education,310.125,1
Project Manager,Project Management,60,Male,Married,7,Retirement,11/12/2023,Career growth,401.0416667,1
Data Scientist,Data Analytics,60,Female,Single,4,Retirement,12/7/2024,Policy violation,205.0,1
Product Manager,IT & Software,23,Female,Married,6,,,,230.54,0
Telecom Technician,Billing,37,Male,Single,6,,,,353.54,0
Sales Executive,Field Operations,60,Female,Married,8,Retirement,12/30/2024,Work-life balance,507.0833333,1
Data Scientist,Project Management,27,Female,Married,2,,,,573.5,0
Sales Executive,Human Resources,37,Male,Single,4,,,,242.08,0
IT Support Engineer,IT & Software,49,Female,Married,6,,,,231.63,0
Project Manager,Network Operations,28,Male,Married,1,,,,474.04,0
Data Scientist,Customer Service,33,Male,Single,3,,,,377.25,0
Telecom Technician,Sales & Marketing,28,Female,Single,4,Resignation,12/13/2023,End of service,408.5416667,1
Network Engineer,Sales & Marketing,37,Female,Married,6,,,,417.88,0
Software Developer,Sales & Marketing,53,Female,Married,7,,,,153.08,0
HR Specialist,IT & Software,53,Male,Married,4,,,,324.83,0
Network Engineer,Human Resources,30,Male,Married,2,,,,332.83,0
Customer Support Agent,Billing,40,Female,Single,2,,,,179.88,0
Telecom Technician,Sales & Marketing,60,Female,Married,4,Retirement,7/29/2023,Performance issues,132.75,1
Network Engineer,Data Analytics,57,Male,Single,5,,,,387.54,0
Customer Support Agent,IT & Software,49,Male,Single,8,,,,409.29,0
Billing Specialist,Field Operations,22,Female,Married,2,,,,538.42,0
Software Developer,Sales & Marketing,50,Male,Married,5,,,,454.5,0
Software Developer,Human Resources,60,Female,Single,5,Retirement,9/12/2024,Career growth,249.5416667,1
Product Manager,Project Management,49,Male,Single,4,,,,557.67,0
Product Manager,IT & Software,39,Female,Single,6,,,,268.0,0
IT Support Engineer,IT & Software,57,Female,Married,1,,,,414.5,0
Sales Executive,Data Analytics,53,Female,Married,5,,,,251.58,0
Telecom Technician,Customer Service,37,Female,Single,6,,,,478.83,0
Customer Support Agent,Sales & Marketing,25,Female,Married,2,,,,355.29,0
Project Manager,Sales & Marketing,50,Female,Married,5,,,,436.17,0
Sales Executive,Customer Service,52,Male,Single,8,Resignation,3/14/2024,Career growth,285.6666667,1
HR Specialist,IT & Software,26,Male,Single,2,,,,338.42,0
Project Manager,Customer Service,42,Male,Single,7,,,,195.88,0
Customer Support Agent,Project Management,43,Male,Married,5,,,,295.58,0
HR Specialist,Network Operations,28,Female,Single,8,,,,409.13,0
Billing Specialist,Network Operations,29,Male,Married,8,,,,468.29,0
Project Manager,Customer Service,41,Male,Single,2,,,,378.13,0
Marketing Analyst,Network Operations,37,Male,Married,6,Resignation,9/27/2023,End of service,491.625,1
Billing Specialist,Project Management,40,Female,Married,7,,,,372.38,0
Customer Support Agent,Customer Service,42,Female,Single,8,,,,179.75,0
Project Manager,Network Operations,49,Female,Single,5,,,,378.13,0
Marketing Analyst,IT & Software,23,Male,Single,5,Resignation,3/29/2023,Better opportunity,429.875,1
Customer Support Agent,Field Operations,25,Female,Single,7,,,,580.75,0
Billing Specialist,Human Resources,36,Female,Married,1,,,,239.63,0
Sales Executive,Customer Service,35,Female,Married,3,,,,219.63,0
HR Specialist,Human Resources,41,Female,Single,8,,,,128.75,0
Billing Specialist,Data Analytics,33,Male,Married,2,,,,224.67,0
Network Engineer,Data Analytics,60,Female,Single,4,Retirement,9/1/2023,Pursuing education,405.5,1
Sales Executive,Sales & Marketing,49,Female,Single,7,,,,735.08,0
HR Specialist,Human Resources,26,Female,Married,5,,,,289.0,0
HR Specialist,Sales & Marketing,43,Male,Single,6,,,,307.42,0
Software Developer,Field Operations,27,Female,Single,1,,,,715.54,0
Project Manager,IT & Software,48,Female,Married,6,,,,259.0,0
Marketing Analyst,IT & Software,31,Female,Single,8,,,,235.63,0
Customer Support Agent,Sales & Marketing,26,Female,Single,8,,,,414.5,0
Telecom Technician,Sales & Marketing,53,Male,Married,7,,,,463.75,0
Project Manager,Data Analytics,29,Male,Single,7,,,,213.67,0
